iter	RMSE
402	21455.93135
403	21427.0663
404	21402.45658
405	21378.16555
406	21357.90489
407	21335.75916
408	21314.52554
409	21292.1763
410	21270.98266
411	21249.40904
412	21228.13747
413	21210.47693
414	21180.61368
415	21158.86239
416	21127.75808
417	21109.76278
418	21090.17794
419	21072.80961
420	21051.44813
421	21028.40339
422	21002.74625
423	20981.11572
424	20960.91862
425	20939.7603
426	20923.65533
427	20903.87997
428	20888.16173
429	20867.67463
430	20843.01321
431	20823.90107
432	20802.21058
433	20785.49208
434	20768.12442
435	20749.2002
436	20728.81377
437	20708.68203
438	20696.01525
439	20669.64957
440	20649.79424
441	20635.31272
442	20617.82329
443	20594.93892
444	20579.51426
445	20554.52567
446	20531.02544
447	20510.24599
448	20489.14484
449	20456.74005
450	20430.40043
451	20413.56675
452	20387.552
453	20362.58342
454	20338.9891
455	20321.65482
456	20303.52154
457	20285.35123
458	20271.23801
459	20247.66166
460	20228.90754
461	20207.39887
462	20192.8664
463	20173.33249
464	20149.42681
465	20131.82494
466	20112.03978
467	20095.52464
468	20078.88751
469	20066.0467
470	20052.70534
471	20033.87056
472	20014.46656
473	19995.62088
474	19980.46731
475	19959.0998
476	19943.69848
477	19923.92507
478	19901.34056
479	19882.2865
480	19861.64217
481	19840.1659
482	19820.42306
483	19802.71764
484	19782.86864
485	19762.6015
486	19750.4303
487	19730.15775
488	19698.4722
489	19683.29786
490	19664.92736
491	19639.3086
492	19618.5976
493	19606.97694
494	19595.20439
495	19577.67666
496	19561.51758
497	19551.45347
498	19539.36237
499	19520.84522
500	19507.29646
501	19489.04499
502	19473.0183
503	19459.14374
504	19446.05872
505	19431.53476
506	19417.57598
507	19401.82785
508	19389.8646
509	19374.86416
510	19362.68583
511	19346.71562
512	19333.47772
513	19321.29508
514	19310.6842
515	19291.86574
516	19270.87033
517	19254.15391
518	19242.75008
519	19224.67951
520	19208.9887
521	19189.11354
522	19171.22604
523	19159.31004
524	19142.30871
525	19128.54737
526	19116.98668
527	19105.97828
528	19090.76644
529	19076.28271
530	19063.10409
531	19048.83878
532	19037.76356
533	19019.10921
534	19006.9516
535	18988.90502
536	18973.67613
537	18960.67106
538	18943.86267
539	18932.27698
540	18922.72923
541	18906.45178
542	18891.07959
543	18876.84208
544	18862.51448
545	18850.58402
546	18837.43379
547	18815.72065
548	18803.42696
549	18787.38565
550	18775.7605
551	18760.3963
552	18743.64421
553	18729.97389
554	18717.70942
555	18710.84236
556	18697.43971
557	18681.93744
558	18671.3976
559	18661.44787
560	18640.83256
561	18626.17637
562	18614.90782
563	18604.57041
564	18595.31657
565	18583.23856
566	18572.60481
567	18561.80325
568	18547.49191
569	18537.36991
570	18525.2981
571	18513.44053
572	18502.40192
573	18492.85759
574	18481.67634
575	18470.97896
576	18460.53745
577	18448.06995
578	18440.06493
579	18424.7463
580	18410.4458
581	18395.85408
582	18386.51338
583	18370.15237
584	18361.98829
585	18354.20396
586	18344.897
587	18335.37353
588	18322.73967
589	18315.34641
590	18305.96781
591	18295.92286
592	18284.66705
593	18271.18097
594	18261.70645
595	18248.81033
596	18239.45294
597	18227.10968
598	18211.82011
599	18199.92586
600	18186.26679
601	18177.70012
602	18168.75451
603	18158.93185
604	18150.18303
605	18140.91115
606	18134.44928
607	18125.30375
608	18114.94823
609	18102.5112
610	18095.76076
611	18081.21008
612	18065.44735
613	18054.30344
614	18044.04766
615	18034.49486
616	18026.97815
617	18020.91946
618	18010.45739
619	17998.81611
620	17987.96015
621	17975.21649
622	17961.76032
623	17953.88428
624	17944.09952
625	17930.59507
626	17918.39769
627	17905.03786
628	17893.01258
629	17877.66857
630	17868.16926
631	17854.1779
632	17845.4483
633	17838.1517
634	17828.11983
635	17811.93732
636	17803.30597
637	17786.87814
638	17778.55054
639	17770.20973
640	17759.33636
641	17750.52777
642	17742.63646
643	17733.15731
644	17725.00991
645	17716.21545
646	17707.35376
647	17695.40547
648	17681.73452
649	17667.42657
650	17656.86355
651	17645.19742
652	17634.04008
653	17626.98448
654	17619.74534
655	17609.50811
656	17599.3749
657	17586.08133
658	17575.20996
659	17566.90037
660	17556.7446
661	17548.30699
662	17538.34485
663	17523.58517
664	17518.15129
665	17508.16987
666	17501.83718
667	17489.49874
668	17480.60001
669	17470.68311
670	17457.19791
671	17443.57854
672	17432.63821
673	17422.2787
674	17413.25274
675	17400.67794
676	17391.11423
677	17382.00371
678	17370.08605
679	17358.79177
680	17346.09514
681	17336.6787
682	17323.12643
683	17308.51764
684	17298.80201
685	17293.76557
686	17283.95639
687	17277.95399
688	17270.5093
689	17264.99842
690	17257.3953
691	17248.14372
692	17241.17921
693	17231.94647
694	17222.16992
695	17213.82909
696	17205.57118
697	17195.96073
698	17186.88635
699	17179.00051
700	17171.23761
701	17163.05221
702	17156.82675
703	17146.42849
704	17136.98022
705	17129.51293
706	17120.73646
707	17110.69594
708	17098.86765
709	17088.40689
710	17076.66463
711	17069.5409
712	17057.1719
713	17047.41187
714	17036.15116
715	17020.76562
716	17012.34953
717	17000.76155
718	16990.36741
719	16979.12152
720	16971.09275
721	16963.51881
722	16955.05112
723	16945.15605
724	16929.01814
725	16916.9266
726	16908.20779
727	16895.81601
728	16891.02495
729	16883.1011
730	16877.8521
731	16867.67937
732	16857.65156
733	16851.19489
734	16845.53838
735	16834.7002
736	16825.28438
737	16815.79701
738	16806.75265
739	16795.3099
740	16787.81606
741	16777.94233
742	16766.8442
743	16760.97098
744	16750.75775
745	16739.4824
746	16730.40371
747	16721.14289
748	16713.07828
749	16705.31829
750	16698.72
751	16689.56013
752	16680.96343
753	16671.17866
754	16664.09065
755	16652.05184
756	16641.75548
757	16634.05383
758	16626.69874
759	16617.90941
760	16607.3059
761	16600.4872
762	16588.8627
763	16578.45539
764	16572.15019
765	16564.25605
766	16557.30141
767	16550.07648
768	16544.47154
769	16536.1789
770	16529.5804
771	16518.70918
772	16503.13006
773	16496.40457
774	16490.50833
775	16485.59014
776	16477.91722
777	16471.23921
778	16461.54885
779	16453.51922
780	16445.2286
781	16435.84418
782	16429.78644
783	16422.15122
784	16415.923
785	16405.79496
786	16399.66816
787	16393.22911
788	16384.29464
789	16378.04026
790	16369.53154
791	16361.70413
792	16354.86302
793	16346.78431
794	16341.41797
795	16331.35812
796	16324.28639
797	16317.22821
798	16311.8023
799	16300.87419
800	16293.2663
801	16283.69024
802	16275.12856
803	16264.5357
804	16256.94489
805	16245.58055
806	16236.77635
807	16227.8857
808	16218.70102
809	16211.02278
810	16205.23628
811	16196.33775
812	16190.88344
813	16181.75498
814	16175.29114
815	16164.06349
816	16158.06235
817	16150.61666
818	16142.08478
819	16136.41229
820	16124.14421
821	16114.64965
822	16106.92737
823	16097.31599
824	16088.58717
825	16080.08797
826	16072.77134
827	16065.92806
828	16055.95047
829	16051.46552
830	16044.57782
831	16036.53904
832	16022.23528
833	16010.10292
834	16002.86612
835	15994.13483
836	15984.70589
837	15979.83464
838	15970.71236
839	15962.99792
840	15955.91116
841	15946.12212
842	15940.15306
843	15930.98701
844	15922.1786
845	15914.07575
846	15906.6611
847	15896.99261
848	15886.839
849	15880.16121
850	15869.94551
851	15863.32589
852	15856.48014
853	15850.99303
854	15845.17629
855	15837.347
856	15827.25023
857	15820.67352
858	15812.9994
859	15807.04064
860	15801.27786
861	15791.17441
862	15785.02954
863	15774.53915
864	15767.12179
865	15758.01179
866	15745.80693
867	15738.71417
868	15726.11699
869	15716.54982
870	15708.26274
871	15699.41913
872	15691.72984
873	15686.17832
874	15680.81153
875	15671.38825
876	15666.51075
877	15657.15269
878	15649.77039
879	15643.37996
880	15634.83085
881	15625.08989
882	15617.48066
883	15612.18008
884	15606.02713
885	15595.08378
886	15588.44186
887	15579.89245
888	15569.57937
889	15562.93539
890	15556.3289
891	15548.58272
892	15540.37508
893	15533.80132
894	15528.51904
895	15523.72074
896	15519.52279
897	15515.21979
898	15509.79726
899	15502.98135
900	15497.21606
901	15491.24395
902	15480.70929
903	15474.62258
904	15460.3186
905	15453.83197
906	15444.21587
907	15437.90696
908	15432.58058
909	15426.12199
910	15420.05745
911	15414.07437
912	15405.54273
913	15396.52707
914	15390.61022
915	15383.13667
916	15375.471
917	15369.34493
918	15362.4172
919	15354.54984
920	15348.53646
921	15341.23033
922	15330.6338
923	15324.44156
924	15315.46013
925	15303.60219
926	15298.024
927	15294.11654
928	15285.37045
929	15280.56109
930	15269.03801
931	15262.25844
932	15255.13532
933	15244.6292
934	15236.22137
935	15230.97517
936	15225.5284
937	15218.46046
938	15211.71165
939	15205.70723
940	15196.76491
941	15184.38436
942	15175.80529
943	15168.50312
944	15161.26868
945	15154.98919
946	15148.34996
947	15142.98208
948	15136.24864
949	15125.4553
950	15115.79968
951	15108.92461
952	15104.16957
953	15097.82576
954	15088.68009
955	15083.77349
956	15078.07836
957	15069.99915
958	15056.80699
959	15049.19339
960	15040.97581
961	15033.81488
962	15024.39015
963	15013.71962
964	15007.45514
965	15002.37589
966	14998.20619
967	14991.37027
968	14986.04164
969	14979.07165
970	14973.37703
971	14964.56087
972	14956.83996
973	14947.10354
974	14938.76083
975	14930.53092
976	14923.91372
977	14919.48916
978	14912.34834
979	14906.50211
980	14895.44517
981	14886.93223
982	14879.53326
983	14871.92646
984	14863.05174
985	14856.01452
986	14844.32365
987	14840.28747
988	14834.13672
989	14827.3238
990	14821.45581
991	14814.65382
992	14809.60044
993	14802.85758
994	14796.85249
995	14790.12792
996	14778.7919
997	14769.93436
998	14764.54435
999	14759.04466
1000	14746.70534
1001	14737.23845
1002	14733.20293
1003	14726.52397
1004	14719.19793
1005	14713.57023
1006	14706.51494
1007	14698.46264
1008	14693.43618
1009	14687.27171
1010	14682.58577
1011	14678.00624
1012	14669.6662
1013	14662.2624
1014	14655.73172
1015	14650.47636
1016	14646.03118
1017	14638.23399
1018	14632.62735
1019	14626.99563
1020	14618.65372
1021	14611.90454
1022	14605.63042
1023	14600.05612
1024	14593.29171
1025	14582.82137
1026	14577.35941
1027	14572.53513
1028	14568.85162
1029	14564.31429
1030	14553.86936
1031	14547.81975
1032	14541.54572
1033	14531.44939
1034	14526.85283
1035	14521.43927
1036	14515.57114
1037	14506.35407
1038	14500.91957
1039	14490.76894
1040	14481.2657
1041	14477.22693
1042	14469.83008
1043	14464.06561
1044	14459.25115
1045	14452.94466
1046	14449.36831
1047	14440.76489
1048	14435.69657
1049	14430.2041
1050	14426.69124
1051	14421.00946
1052	14416.09244
1053	14407.96138
1054	14401.80045
1055	14395.44191
1056	14388.15217
1057	14382.01802
1058	14377.12859
1059	14370.97755
1060	14360.87174
1061	14351.21793
1062	14341.55315
1063	14330.67999
1064	14323.62426
1065	14319.78724
1066	14313.69004
1067	14308.4588
1068	14303.34618
1069	14296.31613
1070	14291.13794
1071	14285.90835
1072	14279.46197
1073	14275.85634
1074	14267.88025
1075	14263.86516
1076	14256.64323
1077	14247.48244
1078	14241.61469
1079	14234.5381
1080	14229.73514
1081	14222.69035
1082	14214.51266
1083	14205.72686
1084	14198.08191
1085	14193.64613
1086	14186.00378
1087	14180.76425
1088	14174.85481
1089	14168.07198
1090	14162.17964
1091	14153.26381
1092	14149.83019
1093	14145.19981
1094	14140.56659
1095	14133.71018
1096	14128.31401
1097	14123.18092
1098	14118.5513
1099	14110.82479
1100	14103.60084
1101	14096.19947
1102	14089.93297
1103	14084.58471
1104	14078.35862
1105	14072.33167
1106	14065.12567
1107	14057.39182
1108	14050.09927
1109	14039.20065
1110	14028.58721
1111	14021.24881
1112	14016.95582
1113	14006.4802
1114	14001.17161
1115	13996.6262
1116	13991.45483
1117	13986.62081
1118	13979.66406
1119	13973.94637
1120	13968.00399
1121	13959.48269
1122	13950.64728
1123	13945.85189
1124	13940.50226
1125	13936.46721
1126	13931.98217
1127	13927.8221
1128	13922.63231
1129	13917.34208
1130	13912.05088
1131	13904.09763
1132	13899.40772
1133	13897.41639
1134	13892.54643
1135	13883.84791
1136	13880.07135
1137	13874.69514
1138	13866.7095
1139	13859.7771
1140	13849.302
1141	13843.41633
1142	13835.50476
1143	13831.54546
1144	13826.62994
1145	13818.77655
1146	13812.30261
1147	13807.66221
1148	13802.44239
1149	13798.39042
1150	13792.62682
1151	13786.52625
1152	13781.66515
1153	13775.84119
1154	13770.53084
1155	13762.18679
1156	13755.59331
1157	13749.39056
1158	13744.50677
1159	13739.36368
1160	13731.90513
1161	13726.52724
1162	13721.06199
1163	13715.09955
1164	13709.7297
1165	13704.68805
1166	13695.75664
1167	13691.6805
1168	13684.40933
1169	13678.27933
1170	13675.00558
1171	13668.0426
1172	13662.35503
1173	13653.60028
1174	13647.50349
1175	13642.24987
1176	13636.07431
1177	13628.07013
1178	13624.35877
1179	13620.78748
1180	13615.96313
1181	13608.92034
1182	13604.66035
1183	13599.03631
1184	13595.51091
1185	13588.47771
1186	13582.68182
1187	13577.0925
1188	13572.38411
1189	13562.42304
1190	13558.20617
1191	13553.25477
1192	13548.24307
1193	13543.30868
1194	13537.52594
1195	13531.52613
1196	13527.03171
1197	13520.89412
1198	13512.71204
1199	13507.66005
1200	13497.97429
1201	13492.654
1202	13487.88664
1203	13480.01511
1204	13474.27007
1205	13466.20029
1206	13458.72286
1207	13454.68389
1208	13448.79397
1209	13441.5858
1210	13432.23692
1211	13428.28372
1212	13423.49971
1213	13416.35226
1214	13412.18208
1215	13405.84984
1216	13399.3789
1217	13394.60906
1218	13389.93661
1219	13384.45461
1220	13378.35175
1221	13369.60528
1222	13362.25006
1223	13356.52065
1224	13352.96603
1225	13347.87143
1226	13343.94885
1227	13337.22968
1228	13328.50375
1229	13322.90973
1230	13316.27147
1231	13311.45173
1232	13308.3807
1233	13299.68672
1234	13290.43031
1235	13281.81843
1236	13275.25509
1237	13270.47739
1238	13261.10534
1239	13255.14921
1240	13248.04921
1241	13243.61789
1242	13238.40672
1243	13234.25819
1244	13229.15146
1245	13223.97604
1246	13218.14649
1247	13211.36373
1248	13205.15785
1249	13195.6677
1250	13192.22793
1251	13183.82527
1252	13179.24561
1253	13175.3573
1254	13169.62315
1255	13164.47895
1256	13160.42814
1257	13155.53848
1258	13147.25044
1259	13142.45284
1260	13138.09563
1261	13131.97568
1262	13126.43002
1263	13120.40677
1264	13114.84385
1265	13107.46774
1266	13103.23712
1267	13095.16102
1268	13087.95185
1269	13079.95731
1270	13076.35781
1271	13070.75506
1272	13066.86743
1273	13060.73987
1274	13056.60135
1275	13050.41718
1276	13046.18391
1277	13042.30227
1278	13039.39598
1279	13031.15486
1280	13024.13194
1281	13019.57566
1282	13015.16788
1283	13008.1174
1284	13002.43422
1285	12997.37095
1286	12990.14296
1287	12984.42216
1288	12981.2898
1289	12976.98074
1290	12970.82745
1291	12964.93702
1292	12960.51962
1293	12956.52602
1294	12951.63909
1295	12946.96937
1296	12942.41712
1297	12938.81011
1298	12933.07634
1299	12926.37408
1300	12922.16892
1301	12917.12423
1302	12911.98684
1303	12908.05949
1304	12902.76757
1305	12896.1933
1306	12891.9316
1307	12887.20301
1308	12879.43487
1309	12875.29342
1310	12871.68937
1311	12867.53527
1312	12861.58891
1313	12857.87
1314	12851.01374
1315	12847.34101
1316	12844.0052
1317	12839.17807
1318	12834.79693
1319	12829.8429
1320	12824.67555
1321	12821.05296
1322	12816.41534
1323	12811.51718
1324	12806.6148
1325	12799.68125
1326	12795.71779
1327	12789.48056
1328	12782.98836
1329	12778.05152
1330	12774.48716
1331	12769.76364
1332	12763.36493
1333	12759.29493
1334	12755.47271
1335	12748.86275
1336	12745.29489
1337	12741.40889
1338	12737.15954
1339	12733.54384
1340	12727.99963
1341	12722.76549
1342	12717.57322
1343	12713.60425
1344	12709.81588
1345	12706.25038
1346	12701.76018
1347	12699.05458
1348	12695.87654
1349	12692.50441
1350	12688.61783
1351	12681.30372
1352	12677.48606
1353	12673.82092
1354	12667.70931
1355	12661.29779
1356	12655.62674
1357	12650.93919
1358	12646.30677
1359	12641.7154
1360	12635.68948
1361	12630.14405
1362	12625.24897
1363	12621.33061
1364	12613.43489
1365	12609.20459
1366	12604.70289
1367	12601.26815
1368	12597.70634
1369	12594.143
1370	12590.20883
1371	12584.80318
1372	12577.86307
1373	12573.0823
1374	12570.22895
1375	12565.45519
1376	12561.92494
1377	12555.58184
1378	12547.73465
1379	12543.5289
1380	12538.19267
1381	12533.06872
1382	12526.7358
1383	12521.13533
1384	12516.50494
1385	12510.91059
1386	12507.50231
1387	12504.4556
1388	12499.04446
1389	12495.96995
1390	12492.723
1391	12486.75129
1392	12481.48378
1393	12475.77347
1394	12471.10343
1395	12465.93032
1396	12457.97454
1397	12454.66563
1398	12451.13833
1399	12446.66533
1400	12443.28832
1401	12440.40439
1402	12434.10027
1403	12430.9347
1404	12425.80368
1405	12421.39912
1406	12415.78149
1407	12412.54169
1408	12406.55046
1409	12402.30538
1410	12397.88763
1411	12394.88561
1412	12388.31719
1413	12384.43864
1414	12379.44572
1415	12375.76538
1416	12371.25992
1417	12365.81227
1418	12361.36683
1419	12356.96269
1420	12354.32423
1421	12349.78165
1422	12342.84977
1423	12337.57629
1424	12332.03446
1425	12327.46864
1426	12323.44715
1427	12316.16591
1428	12311.23015
1429	12307.49261
1430	12303.31781
1431	12300.32835
1432	12296.0725
1433	12292.27715
1434	12284.70579
1435	12278.788
1436	12275.08758
1437	12273.55571
1438	12269.83246
1439	12265.83362
1440	12262.58665
1441	12258.98697
1442	12256.20692
1443	12252.18932
1444	12246.87527
1445	12240.25844
1446	12236.32438
1447	12233.78793
1448	12228.65686
1449	12222.83516
1450	12218.83937
1451	12215.03849
1452	12212.15355
1453	12206.93225
1454	12200.48181
1455	12195.597
1456	12190.37818
1457	12186.13194
1458	12182.25832
1459	12179.42044
1460	12175.36929
1461	12167.83002
1462	12164.65955
1463	12161.99727
1464	12156.71986
1465	12153.09458
1466	12148.6252
1467	12141.65197
1468	12139.027
1469	12135.3735
1470	12133.66921
1471	12129.98896
1472	12124.80083
1473	12121.09641
1474	12114.87847
1475	12110.91953
1476	12107.04477
1477	12101.72944
1478	12098.25645
1479	12095.20715
1480	12089.74624
1481	12083.72162
1482	12080.63164
1483	12076.39482
1484	12072.27837
1485	12064.93357
1486	12062.70462
1487	12058.0461
1488	12054.53566
1489	12050.48436
1490	12043.90458
1491	12040.58439
1492	12036.28663
1493	12031.74708
1494	12027.82655
1495	12022.64625
1496	12020.09448
1497	12016.39551
1498	12008.64489
1499	12005.0791
1500	11999.27886
1501	11995.44728
1502	11991.52084
1503	11986.95589
1504	11982.41591
1505	11978.79997
1506	11974.87557
1507	11971.68843
1508	11968.80981
1509	11965.44972
1510	11960.70634
1511	11956.1547
1512	11952.29622
1513	11947.64652
1514	11943.05392
1515	11940.982
1516	11936.30081
1517	11934.2951
1518	11930.53153
1519	11924.52925
1520	11920.49721
1521	11918.90968
1522	11915.0569
1523	11911.52126
1524	11904.57757
1525	11898.44823
1526	11894.18632
1527	11889.9325
1528	11883.58536
1529	11879.48269
1530	11874.74393
1531	11870.26427
1532	11866.65479
1533	11862.20968
1534	11856.52475
1535	11851.1887
1536	11846.43108
1537	11842.18932
1538	11839.03631
1539	11835.61324
1540	11833.47661
1541	11828.88803
1542	11824.09775
1543	11820.71926
1544	11817.59192
1545	11813.15422
1546	11808.13296
1547	11802.62249
1548	11798.49608
1549	11795.81885
1550	11792.2845
1551	11787.19857
1552	11782.70617
1553	11776.00516
1554	11773.60243
1555	11770.32973
1556	11764.73496
1557	11761.37841
1558	11758.90756
1559	11754.06113
1560	11748.13629
1561	11745.96628
1562	11743.36393
1563	11740.14663
1564	11734.12647
1565	11730.93522
1566	11726.83368
1567	11724.57376
1568	11718.91688
1569	11714.35316
1570	11709.46876
1571	11705.1144
1572	11701.10604
1573	11697.65957
1574	11692.3284
1575	11687.97822
1576	11684.81764
1577	11678.72479
1578	11673.75509
1579	11669.40702
1580	11664.86818
1581	11659.97867
1582	11655.83149
1583	11650.49873
1584	11647.25979
1585	11643.21518
1586	11639.68652
1587	11635.45116
1588	11632.26193
1589	11628.27601
1590	11623.97015
1591	11619.16604
1592	11614.68646
1593	11610.99417
1594	11607.42868
1595	11600.16258
1596	11596.92947
1597	11594.26054
1598	11591.9442
1599	11587.36668
1600	11583.32632
1601	11581.58925
1602	11579.15347
1603	11574.60455
1604	11570.45647
1605	11566.59329
1606	11562.89242
1607	11560.69785
1608	11555.81394
1609	11552.13608
1610	11547.50054
1611	11543.22916
1612	11538.09014
1613	11533.49421
1614	11530.41614
1615	11526.46353
1616	11521.89342
1617	11518.69802
1618	11515.24743
1619	11509.87273
1620	11504.83498
1621	11500.94666
1622	11496.84774
1623	11492.1894
1624	11488.63946
1625	11484.69265
1626	11481.82402
1627	11479.55478
1628	11474.69655
1629	11470.13129
1630	11464.18513
1631	11458.80498
1632	11455.47891
1633	11451.30754
1634	11447.27134
1635	11443.19531
1636	11439.19125
1637	11436.52877
1638	11434.19851
1639	11431.00838
1640	11428.34717
1641	11425.4637
1642	11421.33257
1643	11418.4687
1644	11415.93305
1645	11412.85912
1646	11409.63039
1647	11406.54434
1648	11401.37556
1649	11396.49318
1650	11391.72529
1651	11388.11159
1652	11382.2681
1653	11380.24762
1654	11377.82957
1655	11373.59296
1656	11369.03257
1657	11365.84759
1658	11361.62748
1659	11358.29561
1660	11354.56646
1661	11351.35341
1662	11347.94935
1663	11343.30468
1664	11337.53639
1665	11334.41704
1666	11331.34589
