iter	RMSE
1667	11327.98687
1668	11323.44996
1669	11320.72089
1670	11316.24757
1671	11312.49352
1672	11310.37419
1673	11306.66847
1674	11304.01353
1675	11301.02873
1676	11297.59559
1677	11292.91752
1678	11288.34598
1679	11284.44458
1680	11280.38604
1681	11276.86133
1682	11273.71514
1683	11269.79645
1684	11266.09377
1685	11262.03247
1686	11258.77946
1687	11255.87746
1688	11252.60323
1689	11250.05302
1690	11246.59727
1691	11244.98654
1692	11242.23698
1693	11237.68255
1694	11233.93407
1695	11231.55128
1696	11227.67989
1697	11225.23654
1698	11221.4539
1699	11217.45575
1700	11214.51575
1701	11211.04439
1702	11208.97769
1703	11205.77266
1704	11200.38565
1705	11197.01328
1706	11191.77519
1707	11187.70658
1708	11184.82474
1709	11181.33941
1710	11177.6896
1711	11173.69162
1712	11169.06463
1713	11165.06126
1714	11159.74979
1715	11156.73236
1716	11153.60608
1717	11149.84903
1718	11146.73581
1719	11143.35837
1720	11138.77818
1721	11132.88155
1722	11128.10733
1723	11126.34236
1724	11123.53014
1725	11120.25055
1726	11115.88419
1727	11112.15648
1728	11108.03191
1729	11103.77972
1730	11099.60555
1731	11095.45943
1732	11092.30705
1733	11088.44189
1734	11084.33906
1735	11080.45426
1736	11077.45601
1737	11074.09389
1738	11071.92299
1739	11068.09887
1740	11063.94785
1741	11059.8052
1742	11055.6036
1743	11052.00609
1744	11050.06374
1745	11048.10066
1746	11045.21567
1747	11041.17764
1748	11038.64673
1749	11034.60415
1750	11028.99913
1751	11023.19258
1752	11020.3087
1753	11018.61635
1754	11015.63498
1755	11012.50978
1756	11009.90349
1757	11005.6141
1758	11002.53298
1759	10998.23933
1760	10995.8173
1761	10993.0719
1762	10988.09677
1763	10984.51697
1764	10982.7655
1765	10979.24073
1766	10974.18681
1767	10969.92445
1768	10967.23915
1769	10963.79425
1770	10961.28746
1771	10958.76994
1772	10952.74917
1773	10950.30204
1774	10945.75671
1775	10942.12071
1776	10937.30729
1777	10931.32202
1778	10925.45296
1779	10921.07996
1780	10917.60928
1781	10913.85654
1782	10910.10279
1783	10906.68584
1784	10901.45302
1785	10897.68384
1786	10894.3546
1787	10890.60036
1788	10886.33068
1789	10880.76857
1790	10877.86835
1791	10874.61418
1792	10871.56775
1793	10868.13348
1794	10863.03196
1795	10859.7591
1796	10856.76204
1797	10853.29359
1798	10850.84461
1799	10848.11673
1800	10843.92121
1801	10842.0753
1802	10839.20576
1803	10835.45358
1804	10831.0717
1805	10827.35597
1806	10824.33417
1807	10822.39658
1808	10818.5337
1809	10814.01873
1810	10810.85256
1811	10807.9875
1812	10803.76589
1813	10801.55855
1814	10799.14621
1815	10796.74233
1816	10793.0229
1817	10789.99193
1818	10786.21945
1819	10781.72153
1820	10778.64618
1821	10775.71532
1822	10772.39119
1823	10768.10485
1824	10765.25831
1825	10762.77857
1826	10759.54205
1827	10756.20176
1828	10751.10969
1829	10747.4662
1830	10745.79424
1831	10743.24397
1832	10740.72023
1833	10738.25311
1834	10736.30712
1835	10732.62425
1836	10729.37509
1837	10726.64146
1838	10723.01678
1839	10720.82827
1840	10716.89195
1841	10712.35933
1842	10709.00373
1843	10706.38477
1844	10701.79174
1845	10697.29794
1846	10693.95719
1847	10692.15619
1848	10689.77726
1849	10688.48268
1850	10685.79105
1851	10682.06798
1852	10680.18931
1853	10677.274
1854	10673.71633
1855	10669.162
1856	10667.69392
1857	10665.21439
1858	10661.96895
1859	10660.5162
1860	10656.73708
1861	10652.73913
1862	10648.9013
1863	10645.0385
1864	10643.97886
1865	10639.46165
1866	10636.48914
1867	10632.87754
1868	10629.07215
1869	10625.33689
1870	10623.41743
1871	10620.34078
1872	10618.46079
1873	10616.62055
1874	10610.67015
1875	10607.27296
1876	10603.77397
1877	10600.01982
1878	10597.30724
1879	10593.37287
1880	10590.81819
1881	10587.06385
1882	10584.38645
1883	10579.13084
1884	10577.09777
1885	10572.94558
1886	10569.44253
1887	10565.27159
1888	10563.83125
1889	10562.53107
1890	10558.62489
1891	10555.15868
1892	10550.81631
1893	10546.88733
1894	10541.36582
1895	10538.63354
1896	10534.74776
1897	10530.82757
1898	10527.09589
1899	10522.47003
1900	10519.08795
1901	10516.03689
1902	10514.03367
1903	10510.87614
1904	10506.29196
1905	10503.11975
1906	10500.9731
1907	10497.63156
1908	10494.26192
1909	10490.10031
1910	10486.43503
1911	10482.71372
1912	10479.29849
1913	10476.60782
1914	10473.24604
1915	10469.36345
1916	10465.75103
1917	10463.64278
1918	10459.64882
1919	10456.22077
1920	10455.13014
1921	10453.23871
1922	10449.2698
1923	10445.67334
1924	10442.42774
1925	10440.21099
1926	10436.27414
1927	10434.0985
1928	10430.61392
1929	10426.50938
1930	10424.04239
1931	10420.42116
1932	10418.70259
1933	10413.01696
1934	10410.16171
1935	10408.46769
1936	10405.18539
1937	10402.63432
1938	10398.85616
1939	10397.26802
1940	10394.74544
1941	10390.07625
1942	10387.54329
1943	10382.78221
1944	10378.54758
1945	10373.42147
1946	10370.46545
1947	10365.76344
1948	10362.28555
1949	10358.06321
1950	10356.32265
1951	10352.48975
1952	10348.58193
1953	10344.4234
1954	10339.81444
1955	10337.98004
1956	10336.72922
1957	10332.7289
1958	10329.29399
1959	10325.22604
1960	10323.03052
1961	10318.88763
1962	10315.5508
1963	10311.59113
1964	10307.82928
1965	10303.92527
1966	10300.57288
1967	10296.81207
1968	10292.85657
1969	10289.79853
1970	10286.54882
1971	10282.943
1972	10278.56889
1973	10275.94735
1974	10271.62247
1975	10267.98878
1976	10265.311
1977	10261.09465
1978	10257.9365
1979	10253.30949
1980	10250.6833
1981	10246.7036
1982	10245.31735
1983	10241.8369
1984	10238.66294
1985	10236.49556
1986	10234.00609
1987	10230.2643
1988	10225.09011
1989	10221.72754
1990	10217.31814
1991	10214.54766
1992	10210.34392
1993	10205.4645
1994	10201.49395
1995	10198.74645
1996	10195.09831
1997	10192.57452
1998	10189.06322
1999	10186.19957
2000	10182.62932
2001	10179.28945
2002	10177.5487
2003	10173.4931
2004	10170.91444
2005	10165.33321
2006	10164.15368
2007	10160.96478
2008	10156.36767
2009	10152.45204
2010	10148.57994
2011	10143.84784
2012	10141.38261
2013	10137.11546
2014	10134.10913
2015	10131.33822
2016	10127.5185
2017	10125.09099
2018	10122.76397
2019	10119.44575
2020	10117.0719
2021	10113.29528
2022	10111.81305
2023	10108.27794
2024	10105.31605
2025	10103.60748
2026	10101.63692
2027	10098.8936
2028	10095.73001
2029	10093.55136
2030	10091.98067
2031	10088.39461
2032	10085.17087
2033	10081.85765
2034	10078.99358
2035	10075.12367
2036	10073.26716
2037	10071.82733
2038	10068.23626
2039	10063.91792
2040	10060.60657
2041	10057.53142
2042	10053.3411
2043	10050.60994
2044	10048.55766
2045	10046.0825
2046	10042.59217
2047	10038.95045
2048	10035.54136
2049	10032.99855
2050	10030.01852
2051	10026.6053
2052	10022.53508
2053	10019.1839
2054	10014.62026
2055	10011.51709
2056	10008.24929
2057	10006.1681
2058	10003.21297
2059	9999.69035
2060	9994.664698
2061	9992.940555
2062	9990.445964
2063	9984.990438
2064	9981.333992
2065	9979.445109
2066	9976.077773
2067	9973.768324
2068	9969.841482
2069	9966.738618
2070	9962.964558
2071	9959.095512
2072	9955.803216
2073	9953.48033
2074	9950.075336
2075	9947.774993
2076	9944.697819
2077	9941.802101
2078	9939.872804
2079	9936.193224
2080	9933.353456
2081	9929.481554
2082	9924.274651
2083	9922.984843
2084	9919.764287
2085	9916.164751
2086	9913.319321
2087	9911.305921
2088	9907.822733
2089	9905.673329
2090	9901.938577
2091	9899.058887
2092	9896.629483
2093	9893.540839
2094	9890.556632
2095	9886.677316
2096	9883.340008
2097	9880.232192
2098	9876.578148
2099	9872.877821
2100	9871.14843
2101	9867.848442
2102	9863.940374
2103	9859.586885
2104	9855.076829
2105	9852.574688
2106	9851.465894
2107	9848.275786
2108	9844.711743
2109	9841.022219
2110	9839.08232
2111	9835.545059
2112	9832.300492
2113	9828.705425
2114	9825.811496
2115	9824.275442
2116	9820.794243
2117	9818.155011
2118	9814.671552
2119	9811.49226
2120	9808.897895
2121	9805.787055
2122	9801.70392
2123	9800.788021
2124	9797.531083
2125	9794.867387
2126	9790.36293
2127	9787.637092
2128	9783.450472
2129	9781.850116
2130	9779.245602
2131	9776.037689
2132	9772.579011
2133	9768.93063
2134	9766.438171
2135	9763.08451
2136	9760.1365
2137	9756.540848
2138	9753.844244
2139	9750.551054
2140	9747.317119
2141	9744.27829
2142	9742.883529
2143	9739.097025
2144	9736.756765
2145	9733.29084
2146	9731.787879
2147	9728.662915
2148	9725.323204
2149	9723.745446
2150	9720.354024
2151	9716.966743
2152	9712.216411
2153	9709.120535
2154	9704.550109
2155	9702.240486
2156	9700.000869
2157	9696.358696
2158	9693.398583
2159	9688.766642
2160	9685.402386
2161	9682.289285
2162	9675.436567
2163	9671.294842
2164	9669.32628
2165	9666.950085
2166	9665.293911
2167	9662.339097
2168	9659.348678
2169	9657.586589
2170	9655.02297
2171	9653.650696
2172	9649.98105
2173	9647.15572
2174	9643.988178
2175	9640.455615
2176	9637.815542
2177	9634.622797
2178	9632.40271
2179	9627.843339
2180	9624.598465
2181	9621.059424
2182	9618.727438
2183	9615.791711
2184	9612.877377
2185	9609.390178
2186	9606.010228
2187	9603.370423
2188	9598.192948
2189	9596.442697
2190	9593.458965
2191	9590.387979
2192	9587.716563
2193	9585.267655
2194	9582.144848
2195	9580.30255
2196	9577.632848
2197	9576.321957
2198	9573.263929
2199	9570.303142
2200	9568.822739
2201	9565.724883
2202	9561.250176
2203	9557.918113
2204	9553.98039
2205	9552.173519
2206	9548.550743
2207	9545.273563
2208	9542.356679
2209	9539.65935
2210	9535.632143
2211	9532.636584
2212	9529.866075
2213	9528.313158
2214	9525.689085
2215	9522.500199
2216	9519.734162
2217	9517.275127
2218	9512.512203
2219	9508.77813
2220	9506.633782
2221	9505.417417
2222	9502.116355
2223	9500.704942
2224	9497.832895
2225	9495.768
2226	9492.76253
2227	9489.616255
2228	9486.93479
2229	9484.209211
2230	9481.839234
2231	9477.1419
2232	9474.90878
2233	9473.077198
2234	9470.188459
2235	9467.174355
2236	9464.201412
2237	9461.570256
2238	9458.881883
2239	9455.369979
2240	9452.781781
2241	9450.405622
2242	9447.036609
2243	9445.142068
2244	9441.889163
2245	9436.515105
2246	9433.4663
2247	9430.29504
2248	9427.327054
2249	9424.7582
2250	9421.327526
2251	9418.624196
2252	9416.069067
2253	9413.246415
2254	9410.487135
2255	9408.835984
2256	9406.569662
2257	9403.580498
2258	9401.202619
2259	9398.740466
2260	9395.064567
2261	9392.508394
2262	9389.403985
2263	9386.312777
2264	9382.918157
2265	9381.075894
2266	9378.110645
2267	9374.002945
2268	9372.754492
2269	9370.052038
2270	9366.15521
2271	9361.994044
2272	9360.165152
2273	9358.416217
2274	9356.874892
2275	9354.507297
2276	9352.138824
2277	9349.416587
2278	9346.999937
2279	9344.674812
2280	9341.873194
2281	9340.007694
2282	9336.915974
2283	9335.648307
2284	9332.638761
2285	9329.793716
2286	9326.853112
2287	9324.993429
2288	9321.945514
2289	9319.634141
2290	9315.236733
2291	9312.499757
2292	9310.521006
2293	9308.177242
2294	9305.147256
2295	9302.355584
2296	9300.028577
2297	9297.148608
2298	9294.352782
2299	9291.315431
2300	9288.897819
2301	9285.549947
2302	9283.422293
2303	9281.134264
2304	9278.078883
2305	9275.820878
2306	9272.786357
2307	9271.807437
2308	9269.228691
2309	9265.734919
2310	9261.906997
2311	9258.109637
2312	9255.674275
2313	9253.208741
2314	9249.949639
2315	9247.485663
2316	9244.895097
2317	9242.409755
2318	9239.756691
2319	9238.102149
2320	9234.243996
2321	9231.938846
2322	9227.462276
2323	9223.542652
2324	9221.893722
2325	9218.821481
2326	9217.798819
2327	9216.107742
2328	9213.489825
2329	9209.592545
2330	9208.354918
2331	9205.894074
2332	9203.33248
2333	9201.517969
2334	9198.506509
2335	9195.698268
2336	9193.718725
2337	9191.767323
2338	9189.900156
2339	9187.127259
2340	9182.646578
2341	9181.092427
2342	9176.066128
2343	9174.222881
2344	9171.762351
2345	9169.10252
2346	9166.158471
2347	9163.097695
2348	9160.736022
2349	9157.232775
2350	9154.205716
2351	9151.823284
2352	9149.122257
2353	9147.656846
2354	9144.805911
2355	9140.128975
2356	9136.845613
2357	9136.032749
2358	9134.281237
2359	9132.130675
2360	9129.051897
2361	9126.99493
2362	9124.522737
2363	9122.042933
2364	9120.420806
2365	9118.334242
2366	9115.846004
2367	9114.282924
2368	9111.256691
2369	9108.222457
2370	9105.406901
2371	9103.548773
2372	9099.66211
2373	9096.320642
2374	9094.364115
2375	9092.670316
2376	9089.42774
2377	9087.30906
2378	9084.68543
2379	9082.350695
2380	9079.938844
2381	9077.601075
2382	9075.252647
2383	9070.771417
2384	9068.427462
2385	9064.897016
2386	9062.483948
2387	9059.931336
2388	9056.610793
2389	9054.578812
2390	9051.948103
2391	9048.972865
2392	9047.6035
2393	9045.162904
2394	9041.987385
2395	9038.845711
2396	9036.752636
2397	9035.4165
2398	9033.031967
2399	9029.534179
2400	9027.303991
2401	9025.083437
2402	9022.489811
2403	9019.276685
2404	9016.73604
2405	9013.987043
2406	9011.833924
2407	9008.834792
2408	9005.949093
2409	9002.50534
2410	9000.688604
2411	8998.663233
2412	8995.907431
2413	8993.716164
2414	8990.815223
2415	8986.804439
2416	8984.854961
2417	8981.926292
2418	8980.364975
2419	8977.883486
2420	8974.629102
2421	8972.219778
2422	8969.186992
2423	8966.599583
2424	8964.040629
2425	8961.874119
2426	8959.913551
2427	8958.772698
2428	8956.990987
2429	8954.624823
2430	8952.57878
2431	8951.17386
2432	8948.222429
2433	8945.806532
2434	8941.794312
2435	8937.654132
2436	8935.326216
2437	8932.502521
2438	8929.442768
2439	8927.620269
2440	8924.381379
2441	8922.656
2442	8919.934367
2443	8915.896861
2444	8913.391208
2445	8910.598567
2446	8907.679153
2447	8904.341044
2448	8903.101477
2449	8898.359873
2450	8896.162052
2451	8893.866981
2452	8890.763891
2453	8888.201653
2454	8885.902668
2455	8883.313549
2456	8879.982252
2457	8878.788298
2458	8875.278632
2459	8872.932319
2460	8869.168679
2461	8867.645912
2462	8865.459354
2463	8862.610239
2464	8859.869309
2465	8855.85487
2466	8854.089056
2467	8852.041648
2468	8846.904625
2469	8844.558053
2470	8842.968129
2471	8839.211406
2472	8837.313406
2473	8834.175212
2474	8831.772811
2475	8828.752475
2476	8827.25604
2477	8824.320998
2478	8821.772601
2479	8819.708693
2480	8817.264145
2481	8814.789861
2482	8813.368019
2483	8811.138139
2484	8808.648426
2485	8806.109961
2486	8803.711666
2487	8802.021055
2488	8801.283665
2489	8798.247983
2490	8796.727226
2491	8794.521821
2492	8793.308977
2493	8791.414102
2494	8790.66912
2495	8787.909523
2496	8785.370763
2497	8782.47983
2498	8779.336461
2499	8776.616898
2500	8773.37059
2501	8771.659447
2502	8769.745786
2503	8766.006081
2504	8763.641119
2505	8760.267345
2506	8757.682582
2507	8755.376635
2508	8754.675041
2509	8751.930975
2510	8750.796029
2511	8748.426226
2512	8744.830437
2513	8741.755172
2514	8738.03416
2515	8734.217902
2516	8731.221115
2517	8728.519053
2518	8725.339207
2519	8722.640256
2520	8721.058448
2521	8719.11478
2522	8716.844803
2523	8715.591503
2524	8712.49277
2525	8709.150617
2526	8706.952901
2527	8704.607045
2528	8701.970081
2529	8699.000976
2530	8696.558722
2531	8694.052739
2532	8691.515154
2533	8688.66246
2534	8687.110673
2535	8685.084178
2536	8681.39284
2537	8679.025728
2538	8676.223983
2539	8673.712889
2540	8672.292825
2541	8668.898213
2542	8665.038697
2543	8661.416005
2544	8659.003435
2545	8657.495688
2546	8656.211299
2547	8653.955732
2548	8652.642926
2549	8650.11995
2550	8646.783854
2551	8644.48639
2552	8641.423146
2553	8639.095168
2554	8636.503512
2555	8634.054234
2556	8632.002013
2557	8629.254842
2558	8627.074473
2559	8623.931167
2560	8620.512865
2561	8617.990712
2562	8614.401182
2563	8612.367427
2564	8609.640805
2565	8608.299633
2566	8606.464875
2567	8604.429374
2568	8602.208109
2569	8599.587594
2570	8597.633419
2571	8595.247764
2572	8593.930989
2573	8590.895872
2574	8587.55148
2575	8584.395784
2576	8580.817708
2577	8577.195871
2578	8574.449803
2579	8572.502942
2580	8568.851874
2581	8566.91161
2582	8564.377393
2583	8563.594548
2584	8560.804079
2585	8559.26822
2586	8556.34684
2587	8554.41045
2588	8551.32648
2589	8549.357038
2590	8547.34645
2591	8545.4123
2592	8542.664857
2593	8540.558896
2594	8537.613441
2595	8535.461364
2596	8533.262851
2597	8531.046684
2598	8528.979066
2599	8526.53479
2600	8524.592987
2601	8521.295906
2602	8518.575276
2603	8516.267565
2604	8513.463906
2605	8511.106286
2606	8508.083384
2607	8506.119395
2608	8503.132754
2609	8499.05074
2610	8497.213496
2611	8493.663704
2612	8492.385693
2613	8488.519465
2614	8484.382034
2615	8482.940539
2616	8481.003871
2617	8477.81341
2618	8476.708657
2619	8474.122663
2620	8471.795072
2621	8469.563734
2622	8467.30835
2623	8465.06135
2624	8462.587891
2625	8459.964841
2626	8457.182456
2627	8455.09574
2628	8453.739718
2629	8451.269256
2630	8449.097504
2631	8445.563075
2632	8443.646131
2633	8441.048794
2634	8439.197513
2635	8438.024693
2636	8436.071891
2637	8432.275947
2638	8430.479391
2639	8427.450995
2640	8425.47258
2641	8422.328037
2642	8419.852384
2643	8417.376346
2644	8413.204015
2645	8410.908892
2646	8408.88814
2647	8406.243484
2648	8403.768088
2649	8400.628846
2650	8399.467609
2651	8396.981764
2652	8394.581312
2653	8392.445563
2654	8389.733992
2655	8387.425749
2656	8385.509342
2657	8383.13676
2658	8380.305223
2659	8378.527065
2660	8376.050046
2661	8374.282304
2662	8372.225042
2663	8370.842325
2664	8369.455397
2665	8367.393795
2666	8364.654481
2667	8362.0822
2668	8361.010987
2669	8358.211988
2670	8355.743695
2671	8353.16225
2672	8350.005446
2673	8348.315164
2674	8346.684137
2675	8342.956174
2676	8341.658432
2677	8338.696144
2678	8335.602117
2679	8334.016001
2680	8332.024763
2681	8328.217587
2682	8324.58509
2683	8322.158485
2684	8321.104518
2685	8318.559691
2686	8316.12064
2687	8314.038569
2688	8311.450703
2689	8309.465353
2690	8306.953134
2691	8303.478466
2692	8301.781392
2693	8299.421056
2694	8297.200043
2695	8296.174055
2696	8293.291065
2697	8291.030046
2698	8287.393669
2699	8286.411594
2700	8284.457498
2701	8282.752315
2702	8280.478993
2703	8276.531793
2704	8275.377985
2705	8272.677783
2706	8270.965069
2707	8268.973595
2708	8267.088973
2709	8265.045338
2710	8262.13485
2711	8260.69476
2712	8258.385767
2713	8256.332225
2714	8255.080729
2715	8252.903696
2716	8250.763991
2717	8248.527466
2718	8246.283067
2719	8244.319428
2720	8242.971638
2721	8240.414955
2722	8236.893516
2723	8234.799546
2724	8232.868892
2725	8230.421381
2726	8227.999326
2727	8225.177821
2728	8222.353232
2729	8219.668438
2730	8217.539445
2731	8215.451515
2732	8213.876566
2733	8211.788129
2734	8209.341345
2735	8207.30489
2736	8204.7838
2737	8201.847213
2738	8198.369197
2739	8196.725434
2740	8193.527164
2741	8191.425859
2742	8189.03695
2743	8186.366705
2744	8185.311034
2745	8182.280833
2746	8180.075838
2747	8177.862351
2748	8175.674388
2749	8174.181071
2750	8172.083628
2751	8171.568281
2752	8170.01344
2753	8168.771357
2754	8166.343899
2755	8163.326981
2756	8161.49311
2757	8157.808491
2758	8155.641357
2759	8154.389529
2760	8152.036205
2761	8149.396308
2762	8147.660729
2763	8145.205205
2764	8143.218162
2765	8141.005155
2766	8138.110432
2767	8134.534837
2768	8132.274247
2769	8129.508333
2770	8126.691281
2771	8123.922797
2772	8121.983031
2773	8120.097196
2774	8117.90086
2775	8117.083643
2776	8114.451555
2777	8112.591733
2778	8109.772192
2779	8107.460241
2780	8104.638575
2781	8101.935851
2782	8100.036294
2783	8098.217916
2784	8094.663929
2785	8092.295752
2786	8090.863185
2787	8088.89871
2788	8086.865885
2789	8083.874731
2790	8081.562081
2791	8079.806259
2792	8076.291153
2793	8074.40023
2794	8071.802216
2795	8069.842645
2796	8068.113
2797	8065.359066
2798	8063.284906
2799	8061.474683
2800	8058.601093
2801	8056.672625
2802	8054.977441
2803	8052.039034
2804	8050.221686
2805	8046.98179
2806	8045.722298
2807	8043.609016
2808	8041.379207
2809	8039.661287
2810	8035.756535
2811	8033.515298
2812	8030.498627
2813	8028.044098
2814	8026.228996
2815	8023.625897
2816	8020.792919
2817	8019.192652
2818	8016.605707
2819	8014.838493
2820	8011.520886
2821	8010.353855
2822	8008.316024
2823	8005.325421
2824	8002.505372
2825	8000.508017
2826	7998.205447
2827	7996.659295
2828	7993.918728
2829	7992.120462
2830	7988.517451
2831	7985.611367
2832	7983.57346
2833	7981.72056
2834	7979.32698
2835	7978.268268
2836	7976.487001
2837	7975.19392
2838	7973.817501
2839	7972.047304
2840	7969.562825
2841	7966.252815
2842	7964.757905
2843	7961.68263
2844	7958.614521
2845	7958.135923
2846	7955.87101
2847	7954.099378
2848	7951.673749
2849	7949.575386
2850	7948.158092
2851	7945.695949
2852	7943.222925
2853	7940.635987
2854	7938.590607
2855	7936.701149
2856	7934.45207
2857	7932.524126
2858	7930.812422
2859	7929.887291
2860	7928.023836
2861	7927.101922
2862	7924.170004
2863	7922.701704
2864	7919.531013
2865	7917.22304
2866	7914.624237
2867	7911.583952
2868	7909.752824
2869	7907.339875
2870	7905.115941
2871	7902.559405
2872	7899.459594
2873	7898.064101
2874	7895.215765
2875	7891.424136
2876	7889.278355
2877	7886.881409
2878	7884.657331
2879	7884.122977
2880	7882.180693
2881	7880.758232
2882	7879.605836
2883	7877.684664
2884	7875.829773
2885	7874.363193
2886	7872.299301
2887	7868.700512
2888	7865.664785
2889	7863.371429
2890	7860.136549
2891	7858.594944
2892	7856.885745
2893	7855.13575
2894	7853.104804
2895	7850.996038
2896	7848.019536
2897	7845.290917
2898	7843.179095
2899	7841.053019
2900	7839.724388
2901	7838.177195
2902	7836.091225
2903	7834.690779
2904	7833.794416
2905	7831.658401
2906	7828.350427
2907	7826.251657
2908	7825.616045
2909	7824.240237
2910	7823.351112
2911	7821.266584
2912	7819.206642
2913	7816.819965
2914	7814.047874
2915	7811.856307
2916	7808.877897
2917	7806.619713
2918	7805.265495
2919	7802.337033
2920	7799.425656
2921	7796.780735
2922	7795.611699
2923	7793.456585
2924	7791.962576
2925	7789.236038
2926	7787.156625
2927	7785.533439
2928	7783.531602
2929	7781.97803
2930	7779.93968
2931	7777.491554
2932	7776.463692
2933	7775.000091
2934	7772.33611
2935	7769.887374
2936	7768.170761
2937	7766.736249
2938	7765.110291
2939	7763.141744
2940	7761.408012
2941	7759.856347
2942	7757.903988
2943	7755.297528
2944	7753.702489
2945	7751.369054
2946	7749.113329
2947	7747.056315
2948	7745.531256
2949	7743.408804
2950	7741.265038
2951	7738.596273
2952	7736.752549
2953	7734.682907
2954	7731.778706
2955	7729.192755
2956	7727.90306
2957	7726.518191
2958	7725.430147
2959	7723.674853
2960	7721.748214
2961	7719.214146
2962	7717.908967
2963	7716.544106
2964	7715.070871
2965	7711.566037
2966	7709.50529
2967	7707.765614
2968	7705.023899
2969	7703.08949
2970	7701.179204
2971	7699.123424
2972	7696.610911
2973	7694.522062
2974	7692.79777
2975	7691.242207
2976	7689.067175
2977	7686.445824
2978	7683.836016
2979	7681.555609
2980	7679.312542
2981	7677.494922
2982	7675.548697
2983	7673.368786
2984	7671.166941
2985	7670.069412
2986	7668.981159
2987	7667.565738
2988	7665.480693
2989	7663.938224
2990	7662.214561
2991	7660.738558
2992	7658.753732
2993	7657.319446
2994	7655.177162
2995	7653.366462
2996	7651.285192
2997	7648.16797
2998	7645.937849
2999	7644.894404
3000	7642.896251
3001	7642.374369
3002	7640.223541
3003	7638.433888
3004	7636.201206
3005	7635.471664
3006	7633.895125
3007	7631.23241
3008	7628.9411
3009	7626.173355
3010	7623.104991
3011	7620.854841
3012	7619.151363
3013	7617.294553
3014	7615.741038
3015	7614.049516
3016	7612.268603
3017	7609.595744
3018	7608.842668
3019	7607.84805
3020	7606.219363
3021	7604.672973
3022	7602.259885
3023	7599.686322
3024	7597.699784
3025	7595.717883
3026	7593.150665
3027	7590.912365
3028	7589.984729
3029	7588.851576
3030	7586.864045
3031	7584.294509
3032	7581.194911
3033	7579.475609
3034	7577.212304
3035	7575.228116
3036	7572.335741
3037	7570.789996
3038	7566.784177
3039	7565.713651
3040	7564.110336
3041	7561.954115
3042	7559.109293
3043	7556.834354
3044	7554.018532
3045	7551.94773
3046	7550.121582
3047	7548.338587
3048	7545.574925
3049	7543.289363
3050	7541.304475
3051	7539.637456
3052	7538.137527
3053	7536.308525
3054	7533.684313
3055	7531.703821
3056	7529.741288
3057	7528.388856
3058	7525.236172
3059	7523.03334
3060	7520.623347
3061	7518.588863
3062	7517.024248
3063	7515.189455
3064	7514.234861
3065	7512.34005
3066	7511.734417
3067	7509.588106
3068	7505.698453
3069	7504.022346
3070	7502.970825
3071	7501.530416
3072	7498.700881
3073	7496.93134
3074	7494.887028
3075	7491.724611
3076	7489.067573
3077	7487.056728
3078	7483.964088
3079	7481.884106
3080	7478.848468
3081	7476.777124
3082	7474.814631
3083	7472.584568
3084	7470.744873
3085	7468.453659
3086	7466.385636
3087	7464.579913
3088	7462.785305
3089	7460.801752
3090	7458.576493
3091	7456.935126
3092	7455.418406
3093	7453.416437
3094	7451.901385
3095	7450.126071
3096	7448.238707
3097	7446.108203
3098	7444.294953
3099	7442.141529
3100	7439.171713
3101	7437.391736
3102	7435.259784
3103	7433.433878
3104	7431.295549
3105	7429.113825
3106	7428.124069
3107	7425.864902
3108	7424.013118
3109	7422.522369
3110	7420.52564
3111	7418.831576
3112	7417.437467
3113	7415.811924
3114	7413.166633
3115	7411.299958
3116	7409.370649
3117	7407.565595
3118	7405.092427
3119	7403.076492
3120	7401.451104
3121	7399.399401
3122	7397.10252
3123	7394.407933
3124	7392.715902
3125	7391.335311
3126	7388.553568
3127	7386.351407
3128	7385.017255
3129	7383.005512
3130	7381.335015
3131	7379.952674
3132	7377.06036
3133	7374.696589
3134	7373.80298
3135	7372.422348
3136	7370.093524
3137	7368.063937
3138	7366.341417
3139	7364.501956
3140	7363.346342
3141	7361.888844
3142	7358.84186
3143	7357.490082
3144	7357.002972
3145	7355.261628
3146	7353.109364
3147	7350.937881
3148	7349.245325
3149	7347.687085
3150	7345.460176
3151	7343.096452
3152	7340.979332
3153	7339.313049
3154	7337.282389
3155	7336.299909
3156	7334.129102
3157	7331.597938
3158	7330.307024
3159	7329.680847
3160	7327.540483
3161	7325.756892
3162	7323.818019
3163	7321.416194
3164	7319.78078
3165	7317.908538
3166	7317.152895
3167	7315.100252
3168	7312.942598
3169	7311.065235
3170	7309.114568
3171	7305.974037
3172	7303.867213
3173	7301.232766
3174	7298.328042
3175	7296.729816
3176	7294.054461
3177	7293.208063
3178	7290.510473
3179	7288.658466
3180	7287.158302
3181	7284.559265
3182	7281.542174
3183	7278.867608
3184	7277.05333
3185	7275.383733
3186	7274.357119
3187	7272.86093
3188	7271.100696
3189	7269.127256
3190	7267.191715
3191	7264.552001
3192	7262.922009
3193	7261.064825
3194	7259.494649
3195	7257.849644
3196	7257.319894
3197	7254.939434
3198	7253.048136
3199	7250.216952
3200	7248.360735
3201	7246.396972
3202	7245.444489
3203	7243.388044
3204	7240.545831
3205	7238.763733
3206	7237.251984
3207	7235.24563
3208	7233.738577
3209	7231.320786
3210	7230.30941
3211	7228.691558
3212	7227.126835
3213	7224.179066
3214	7221.653758
3215	7219.684876
3216	7218.069668
3217	7216.684948
3218	7215.593262
3219	7213.739556
3220	7210.75317
3221	7209.461555
